band,region,power,state,condition,subject
delta,mpta_wm_ref,62498.15819479149,wake,recovery,Allan
delta,sr_wm_ref,162311.65737787794,wake,recovery,Allan
theta,mpta_wm_ref,26749.0772069705,wake,recovery,Allan
theta,sr_wm_ref,107966.74500107749,wake,recovery,Allan
fast_gamma,mpta_wm_ref,1637.6071919878177,wake,recovery,Allan
fast_gamma,sr_wm_ref,5804.549702949822,wake,recovery,Allan
low_delta,mpta_wm_ref,76887.37848011842,all-SPW-states,recovery,Allan
low_delta,sr_wm_ref,76879.58799711948,all-SPW-states,recovery,Allan
delta,mpta_wm_ref,546694.7349555669,all-SPW-states,recovery,Allan
delta,sr_wm_ref,301816.9825210273,all-SPW-states,recovery,Allan
theta,mpta_wm_ref,103586.86978473836,all-SPW-states,recovery,Allan
theta,sr_wm_ref,164334.48599120835,all-SPW-states,recovery,Allan
fast_gamma,mpta_wm_ref,1331.9191125651264,all-SPW-states,recovery,Allan
fast_gamma,sr_wm_ref,8553.027826048135,all-SPW-states,recovery,Allan
low_delta,mpta_wm_ref,98956.49292654624,NREM,early-recovery,Allan
low_delta,sr_wm_ref,98142.57710515142,NREM,early-recovery,Allan
delta,mpta_wm_ref,941387.7281298107,NREM,early-recovery,Allan
delta,sr_wm_ref,403576.52652148664,NREM,early-recovery,Allan
theta,mpta_wm_ref,149848.3227535818,NREM,early-recovery,Allan
theta,sr_wm_ref,201369.0222707395,NREM,early-recovery,Allan
fast_gamma,mpta_wm_ref,1240.2501124926564,NREM,early-recovery,Allan
fast_gamma,sr_wm_ref,10434.474840516588,NREM,early-recovery,Allan
low_delta,mpta_wm_ref,14284.636667926274,wake,early-recovery,Allan
low_delta,sr_wm_ref,44524.59830363405,wake,early-recovery,Allan
delta,mpta_wm_ref,62498.15819479149,wake,early-recovery,Allan
delta,sr_wm_ref,162311.65737787794,wake,early-recovery,Allan
theta,mpta_wm_ref,26749.0772069705,wake,early-recovery,Allan
theta,sr_wm_ref,107966.74500107749,wake,early-recovery,Allan
fast_gamma,mpta_wm_ref,1637.6071919878177,wake,early-recovery,Allan
fast_gamma,sr_wm_ref,5804.549702949822,wake,early-recovery,Allan
low_delta,mpta_wm_ref,78654.47291338495,all-SPW-states,early-recovery,Allan
low_delta,sr_wm_ref,82266.32875383625,all-SPW-states,early-recovery,Allan
delta,mpta_wm_ref,765560.0868805052,all-SPW-states,early-recovery,Allan
delta,sr_wm_ref,344491.4926744579,all-SPW-states,early-recovery,Allan
theta,mpta_wm_ref,136542.45014690302,all-SPW-states,early-recovery,Allan
theta,sr_wm_ref,185651.34839685773,all-SPW-states,early-recovery,Allan
fast_gamma,mpta_wm_ref,1339.5909237413302,all-SPW-states,early-recovery,Allan
fast_gamma,sr_wm_ref,9977.24801835795,all-SPW-states,early-recovery,Allan
low_delta,mpta_wm_ref,70463.7682484979,NREM,late-recovery,Allan
low_delta,sr_wm_ref,76617.05648259887,NREM,late-recovery,Allan
delta,mpta_wm_ref,394854.2511104195,NREM,late-recovery,Allan
delta,sr_wm_ref,302409.30384823546,NREM,late-recovery,Allan
theta,mpta_wm_ref,94033.23712995963,NREM,late-recovery,Allan
theta,sr_wm_ref,167914.33811855927,NREM,late-recovery,Allan
fast_gamma,mpta_wm_ref,1315.5745776479428,NREM,late-recovery,Allan
fast_gamma,sr_wm_ref,9782.80507848936,NREM,late-recovery,Allan
low_delta,mpta_wm_ref,14284.636667926274,wake,late-recovery,Allan
low_delta,sr_wm_ref,44524.59830363405,wake,late-recovery,Allan
delta,mpta_wm_ref,62498.15819479149,wake,late-recovery,Allan
delta,sr_wm_ref,162311.65737787794,wake,late-recovery,Allan
theta,mpta_wm_ref,26749.0772069705,wake,late-recovery,Allan
theta,sr_wm_ref,107966.74500107749,wake,late-recovery,Allan
fast_gamma,mpta_wm_ref,1637.6071919878177,wake,late-recovery,Allan
fast_gamma,sr_wm_ref,5804.549702949822,wake,late-recovery,Allan
low_delta,mpta_wm_ref,54636.64128690567,all-SPW-states,late-recovery,Allan
low_delta,sr_wm_ref,67275.96510029004,all-SPW-states,late-recovery,Allan
delta,mpta_wm_ref,253181.4996281107,all-SPW-states,late-recovery,Allan
delta,sr_wm_ref,245988.95823013416,all-SPW-states,late-recovery,Allan
theta,mpta_wm_ref,77517.17323098367,all-SPW-states,late-recovery,Allan
theta,sr_wm_ref,152776.31917419515,all-SPW-states,late-recovery,Allan
fast_gamma,mpta_wm_ref,1434.995658475289,all-SPW-states,late-recovery,Allan
fast_gamma,sr_wm_ref,8419.141948558332,all-SPW-states,late-recovery,Allan
low_delta,mpta_wm_ref,105533.72755173504,NREM,first2h-recovery,Allan
low_delta,sr_wm_ref,91469.50358722275,NREM,first2h-recovery,Allan
delta,mpta_wm_ref,854412.4884523553,NREM,first2h-recovery,Allan
delta,sr_wm_ref,370018.9042105682,NREM,first2h-recovery,Allan
theta,mpta_wm_ref,131441.68252542065,NREM,first2h-recovery,Allan
theta,sr_wm_ref,186290.06339334822,NREM,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1243.175046651163,NREM,first2h-recovery,Allan
fast_gamma,sr_wm_ref,9423.743054219325,NREM,first2h-recovery,Allan
low_delta,mpta_wm_ref,14284.636667926274,wake,first2h-recovery,Allan
low_delta,sr_wm_ref,44524.59830363405,wake,first2h-recovery,Allan
delta,mpta_wm_ref,62498.15819479149,wake,first2h-recovery,Allan
delta,sr_wm_ref,162311.65737787794,wake,first2h-recovery,Allan
theta,mpta_wm_ref,26749.0772069705,wake,first2h-recovery,Allan
theta,sr_wm_ref,107966.74500107749,wake,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1637.6071919878177,wake,first2h-recovery,Allan
fast_gamma,sr_wm_ref,5804.549702949822,wake,first2h-recovery,Allan
low_delta,mpta_wm_ref,88079.95042449917,all-SPW-states,first2h-recovery,Allan
low_delta,sr_wm_ref,85487.22655872296,all-SPW-states,first2h-recovery,Allan
delta,mpta_wm_ref,728061.8256605838,all-SPW-states,first2h-recovery,Allan
delta,sr_wm_ref,344537.74622142775,all-SPW-states,first2h-recovery,Allan
theta,mpta_wm_ref,126305.93381813903,all-SPW-states,first2h-recovery,Allan
theta,sr_wm_ref,179577.7353933629,all-SPW-states,first2h-recovery,Allan
fast_gamma,mpta_wm_ref,1295.8515656117142,all-SPW-states,first2h-recovery,Allan
fast_gamma,sr_wm_ref,9000.791593089516,all-SPW-states,first2h-recovery,Allan
low_delta,mpta_wm_ref,50239.57438247228,NREM,baseline-light-period,Allan
low_delta,sr_wm_ref,71761.01783107227,NREM,baseline-light-period,Allan
delta,mpta_wm_ref,328467.36341148545,NREM,baseline-light-period,Allan
delta,sr_wm_ref,287033.7905529979,NREM,baseline-light-period,Allan
theta,mpta_wm_ref,93424.14122831958,NREM,baseline-light-period,Allan
theta,sr_wm_ref,168853.2419566627,NREM,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1240.5649044862778,NREM,baseline-light-period,Allan
fast_gamma,sr_wm_ref,9412.213154164363,NREM,baseline-light-period,Allan
low_delta,mpta_wm_ref,8273.173957207939,wake,baseline-light-period,Allan
low_delta,sr_wm_ref,39786.658597408445,wake,baseline-light-period,Allan
delta,mpta_wm_ref,26556.073865754166,wake,baseline-light-period,Allan
delta,sr_wm_ref,137379.67198199005,wake,baseline-light-period,Allan
theta,mpta_wm_ref,16761.966365355816,wake,baseline-light-period,Allan
theta,sr_wm_ref,96450.11778660481,wake,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1613.4133483031917,wake,baseline-light-period,Allan
fast_gamma,sr_wm_ref,5732.233619528842,wake,baseline-light-period,Allan
low_delta,mpta_wm_ref,30898.071946991553,all-SPW-states,baseline-light-period,Allan
low_delta,sr_wm_ref,58207.57195187711,all-SPW-states,baseline-light-period,Allan
delta,mpta_wm_ref,182260.78821470207,all-SPW-states,baseline-light-period,Allan
delta,sr_wm_ref,220855.87822217445,all-SPW-states,baseline-light-period,Allan
theta,mpta_wm_ref,60483.581022112114,all-SPW-states,baseline-light-period,Allan
theta,sr_wm_ref,137382.02264815298,all-SPW-states,baseline-light-period,Allan
fast_gamma,mpta_wm_ref,1385.5805201084954,all-SPW-states,baseline-light-period,Allan
fast_gamma,sr_wm_ref,7693.64463188591,all-SPW-states,baseline-light-period,Allan
low_delta,mpta_wm_ref,42687.4946409505,NREM,first2h-recovery-match,Allan
low_delta,sr_wm_ref,70932.01260305762,NREM,first2h-recovery-match,Allan
delta,mpta_wm_ref,233590.92241565321,NREM,first2h-recovery-match,Allan
delta,sr_wm_ref,273034.5481747453,NREM,first2h-recovery-match,Allan
theta,mpta_wm_ref,83130.72387941762,NREM,first2h-recovery-match,Allan
theta,sr_wm_ref,166333.6085123797,NREM,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1239.087699101539,NREM,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,9580.459409662059,NREM,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,8338.244859669356,wake,first2h-recovery-match,Allan
low_delta,sr_wm_ref,36124.50192454883,wake,first2h-recovery-match,Allan
delta,mpta_wm_ref,27632.21834736203,wake,first2h-recovery-match,Allan
delta,sr_wm_ref,125988.6474503539,wake,first2h-recovery-match,Allan
theta,mpta_wm_ref,17406.4027526337,wake,first2h-recovery-match,Allan
theta,sr_wm_ref,96786.58796495124,wake,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1532.6600416904585,wake,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,5357.372924416928,wake,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,34543.055918535836,all-SPW-states,first2h-recovery-match,Allan
low_delta,sr_wm_ref,61445.85341724177,all-SPW-states,first2h-recovery-match,Allan
delta,mpta_wm_ref,184765.16687429615,all-SPW-states,first2h-recovery-match,Allan
delta,sr_wm_ref,237851.29772310183,all-SPW-states,first2h-recovery-match,Allan
theta,mpta_wm_ref,68017.79557083035,all-SPW-states,first2h-recovery-match,Allan
theta,sr_wm_ref,146560.87573022908,all-SPW-states,first2h-recovery-match,Allan
fast_gamma,mpta_wm_ref,1261.963884960776,all-SPW-states,first2h-recovery-match,Allan
fast_gamma,sr_wm_ref,7983.052485933388,all-SPW-states,first2h-recovery-match,Allan
low_delta,mpta_wm_ref,,NREM,deprivation,Allan
low_delta,sr_wm_ref,,NREM,deprivation,Allan
delta,mpta_wm_ref,,NREM,deprivation,Allan
delta,sr_wm_ref,,NREM,deprivation,Allan
theta,mpta_wm_ref,,NREM,deprivation,Allan
theta,sr_wm_ref,,NREM,deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,deprivation,Allan
low_delta,mpta_wm_ref,11679.733131184348,wake,deprivation,Allan
low_delta,sr_wm_ref,53777.71370358221,wake,deprivation,Allan
delta,mpta_wm_ref,30594.193335360076,wake,deprivation,Allan
delta,sr_wm_ref,190288.70522117824,wake,deprivation,Allan
theta,mpta_wm_ref,17218.25482277258,wake,deprivation,Allan
theta,sr_wm_ref,111133.37997573742,wake,deprivation,Allan
fast_gamma,mpta_wm_ref,2309.7453947788426,wake,deprivation,Allan
fast_gamma,sr_wm_ref,8663.174339349089,wake,deprivation,Allan
low_delta,mpta_wm_ref,11679.733131184348,all-SPW-states,deprivation,Allan
low_delta,sr_wm_ref,53777.71370358221,all-SPW-states,deprivation,Allan
delta,mpta_wm_ref,30594.193335360076,all-SPW-states,deprivation,Allan
delta,sr_wm_ref,190288.70522117824,all-SPW-states,deprivation,Allan
theta,mpta_wm_ref,17218.25482277258,all-SPW-states,deprivation,Allan
theta,sr_wm_ref,111133.37997573742,all-SPW-states,deprivation,Allan
fast_gamma,mpta_wm_ref,2309.7453947788426,all-SPW-states,deprivation,Allan
fast_gamma,sr_wm_ref,8663.174339349089,all-SPW-states,deprivation,Allan
low_delta,mpta_wm_ref,,NREM,early-deprivation,Allan
low_delta,sr_wm_ref,,NREM,early-deprivation,Allan
delta,mpta_wm_ref,,NREM,early-deprivation,Allan
delta,sr_wm_ref,,NREM,early-deprivation,Allan
theta,mpta_wm_ref,,NREM,early-deprivation,Allan
theta,sr_wm_ref,,NREM,early-deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,early-deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,early-deprivation,Allan
low_delta,mpta_wm_ref,11928.602328635632,wake,early-deprivation,Allan
low_delta,sr_wm_ref,50522.88413869169,wake,early-deprivation,Allan
delta,mpta_wm_ref,26223.399042802375,wake,early-deprivation,Allan
delta,sr_wm_ref,167931.90771809622,wake,early-deprivation,Allan
theta,mpta_wm_ref,13478.517626153667,wake,early-deprivation,Allan
theta,sr_wm_ref,101120.3282854909,wake,early-deprivation,Allan
fast_gamma,mpta_wm_ref,2125.2784288192806,wake,early-deprivation,Allan
fast_gamma,sr_wm_ref,7549.61011335705,wake,early-deprivation,Allan
low_delta,mpta_wm_ref,11928.602328635632,all-SPW-states,early-deprivation,Allan
low_delta,sr_wm_ref,50522.88413869169,all-SPW-states,early-deprivation,Allan
delta,mpta_wm_ref,26223.399042802375,all-SPW-states,early-deprivation,Allan
delta,sr_wm_ref,167931.90771809622,all-SPW-states,early-deprivation,Allan
theta,mpta_wm_ref,13478.517626153667,all-SPW-states,early-deprivation,Allan
theta,sr_wm_ref,101120.3282854909,all-SPW-states,early-deprivation,Allan
fast_gamma,mpta_wm_ref,2125.2784288192806,all-SPW-states,early-deprivation,Allan
fast_gamma,sr_wm_ref,7549.61011335705,all-SPW-states,early-deprivation,Allan
low_delta,mpta_wm_ref,,NREM,late-deprivation,Allan
low_delta,sr_wm_ref,,NREM,late-deprivation,Allan
delta,mpta_wm_ref,,NREM,late-deprivation,Allan
delta,sr_wm_ref,,NREM,late-deprivation,Allan
theta,mpta_wm_ref,,NREM,late-deprivation,Allan
theta,sr_wm_ref,,NREM,late-deprivation,Allan
fast_gamma,mpta_wm_ref,,NREM,late-deprivation,Allan
fast_gamma,sr_wm_ref,,NREM,late-deprivation,Allan
low_delta,mpta_wm_ref,12894.713512373344,wake,late-deprivation,Allan
low_delta,sr_wm_ref,57791.44364529798,wake,late-deprivation,Allan
delta,mpta_wm_ref,38028.52937095892,wake,late-deprivation,Allan
delta,sr_wm_ref,200852.1376214848,wake,late-deprivation,Allan
theta,mpta_wm_ref,18717.727236536095,wake,late-deprivation,Allan
theta,sr_wm_ref,118406.98124760605,wake,late-deprivation,Allan
fast_gamma,mpta_wm_ref,2256.484115432655,wake,late-deprivation,Allan
fast_gamma,sr_wm_ref,9488.148788789651,wake,late-deprivation,Allan
low_delta,mpta_wm_ref,12894.713512373344,all-SPW-states,late-deprivation,Allan
low_delta,sr_wm_ref,57791.44364529798,all-SPW-states,late-deprivation,Allan
delta,mpta_wm_ref,38028.52937095892,all-SPW-states,late-deprivation,Allan
delta,sr_wm_ref,200852.1376214848,all-SPW-states,late-deprivation,Allan
theta,mpta_wm_ref,18717.727236536095,all-SPW-states,late-deprivation,Allan
theta,sr_wm_ref,118406.98124760605,all-SPW-states,late-deprivation,Allan
fast_gamma,mpta_wm_ref,2256.484115432655,all-SPW-states,late-deprivation,Allan
fast_gamma,sr_wm_ref,9488.148788789651,all-SPW-states,late-deprivation,Allan
